3/31/2016,M
4/1/2016,T
4/2/2016,0.07
4/3/2016,M
4/4/2016,T
4/5/2016,0
4/6/2016,0.47
4/7/2016,0.02
4/8/2016,0.14
4/9/2016,M
4/10/2016,0
4/11/2016,M
4/12/2016,M
4/13/2016,M
4/14/2016,0
4/15/2016,0
4/16/2016,0
4/17/2016,0
4/18/2016,0.13
4/19/2016,0.39
4/20/2016,M
4/21/2016,0
4/22/2016,0.15
4/23/2016,0
4/24/2016,0.32
4/25/2016,0.54
4/26/2016,0.31
4/27/2016,0
4/28/2016,0
4/29/2016,0
4/30/2016,0
5/1/2016,0
5/2/2016,M
5/3/2016,0
5/4/2016,M
5/5/2016,M
5/6/2016,T
5/7/2016,0
5/8/2016,0
5/9/2016,0
5/10/2016,0
5/11/2016,T
5/12/2016,0.16
5/13/2016,T
5/14/2016,0.05
5/15/2016,T
5/16/2016,0.2
5/17/2016,0
5/18/2016,0
5/19/2016,M
5/20/2016,0
5/21/2016,0
5/22/2016,0
5/23/2016,0
5/24/2016,M
5/25/2016,0.03
5/26/2016,T
5/27/2016,0
5/28/2016,0.65
5/29/2016,0.27
5/30/2016,0.03
5/31/2016,0
6/1/2016,0.26
6/2/2016,0.16
6/3/2016,T
6/4/2016,M
6/5/2016,0.06
6/6/2016,0.32
6/7/2016,0.08
6/8/2016,0
6/9/2016,0
6/10/2016,0
6/11/2016,0.67
6/12/2016,0
6/13/2016,1.96
6/14/2016,0
6/15/2016,0.4
6/16/2016,0.46
6/17/2016,0
6/18/2016,T
6/19/2016,0
6/20/2016,0
6/21/2016,0
6/22/2016,0
6/23/2016,0.05
6/24/2016,0
6/25/2016,0
6/26/2016,1.25
6/27/2016,0.15
6/28/2016,0.02
6/29/2016,0
6/30/2016,0.41
7/1/2016,T
7/2/2016,0
7/3/2016,0
7/4/2016,0
7/5/2016,T
7/6/2016,0.25
7/7/2016,0
7/8/2016,1.05
7/9/2016,0.09
7/10/2016,0
7/11/2016,T
7/12/2016,M
7/13/2016,0
7/14/2016,0.16
7/15/2016,0.04
7/16/2016,0
7/17/2016,0
7/18/2016,0.24
7/19/2016,0
7/20/2016,0
7/21/2016,0.25
7/22/2016,0
7/23/2016,0
7/24/2016,0.14
7/25/2016,0
7/26/2016,M
7/27/2016,T
7/28/2016,T
7/29/2016,0
7/30/2016,0
7/31/2016,0
8/1/2016,0
8/2/2016,1.1
8/3/2016,0.05
8/4/2016,0.94
8/5/2016,0
8/6/2016,T
8/7/2016,0
8/8/2016,0
8/9/2016,T
8/10/2016,T
8/11/2016,0.8
8/12/2016,0
8/13/2016,0.07
8/14/2016,T
8/15/2016,0
8/16/2016,0
8/17/2016,0
8/18/2016,0
8/19/2016,T
8/20/2016,0.02
8/21/2016,0.45
8/22/2016,0
8/23/2016,0
8/24/2016,M
8/25/2016,M
8/26/2016,M
8/27/2016,0
8/28/2016,0.24
8/29/2016,1.85
8/30/2016,0.03
8/31/2016,0
9/1/2016,0
9/2/2016,0
9/3/2016,0
9/4/2016,0
9/5/2016,0.85
9/6/2016,0.9
9/7/2016,0
9/8/2016,0.59
9/9/2016,0
9/10/2016,0.39
9/11/2016,0
9/12/2016,0
9/13/2016,0.04
9/14/2016,0
9/15/2016,0
9/16/2016,0.11
9/17/2016,0.34
9/18/2016,M
9/19/2016,0.18
9/20/2016,0
9/21/2016,0
9/22/2016,0.04
9/23/2016,0
9/24/2016,T
9/25/2016,0.3
9/26/2016,0.5
9/27/2016,0.54
9/28/2016,0.11
9/29/2016,0
9/30/2016,0
10/1/2016,0
10/2/2016,0
10/3/2016,0
10/4/2016,0
10/5/2016,M
,
Sum:,35.01
Count:,318
Average:,0.11
Median:,T
Low Value:,0
High Value:,1.96
,
M = Missing,
T = Trace,
,
,
Time of observation may vary by station, date
,
Midwestern Regional Climate Center,
cli-MATE: MRCC Application Tools Environment,
Generated at: 2/2/2017 12:11:42 PM CST,
